ingested_at,video_url,video_id,lang,transcript,status,error_code,error_message,batch_id
2026-01-14T15:31:29.950Z,https://www.tiktok.com/@compromisolegal/video/7591868703050992919?is_from_webapp=1&sender_device=pc&web_id=7594864536088430102,7591868703050992919,es,"A partir del año que viene vas a necesitar más tiempo cotizado para alcanzar 100 por 100 de tu pensión. Y es que Mira, todo viene en esta tabla, que es la disposición transitoria 9ª de la ley general de la seguridad social, que es la que determina qué porcentaje concreto de pensión de jubilación te VA a quedar en función de los años que tengas cotizados y que como podéis ver, varía a partir del año 2 027. Y es que aquí tienes que partir de 1 base, que es que por los primeros 15 años que tengas cotizados, que es el periodo mínimo que te exigen para acceder a 1 pensión de jubilación contributiva en España, te van a Dar 50 por 100 de tu base reguladora y luego por cada mes adicional que tengas cotizado. A partir de esos 15 años te van a IR sumando 1 porcentaje adicional, que como puedes ver entre los años 2 000, veintitrés y dos mil veintiséis, es del 0,21% por los siguientes 49 meses que tengas cotizados a partir de los 15 años y del 0,19% por los siguientes 209 meses. Es decir, que si al final sumamos todos los parámetros, los primeros 180 meses, que son los primeros 15 años por los que te dan ese 50%, más los siguientes 49 meses y los restantes 209. Eso nos da 1 total de 438 meses. Es decir, que entre los años 2 000 veintitrés y dos mil veintiséis alcanzas 100 por 100 de La pensión de jubilación si tienes 36 años y 2º cotizados, que como digo son esos 438 meses, pero como podéis ver a partir del año 2 027. Es decir, a partir del año que viene esta tabla cambia y no precisamente para bien, ya que por los primeros 15 años te van a seguir dando ese 50% de la base reguladora, pero aquí por los siguientes 248 meses te van a Dar 1 0 coma 19% por cada mes, es decir, que VA a bajar el porcentaje que te dan por cada 1 de los meses y por los restantes 16 meses te van a Dar 1 0 coma 18%. De Tal forma que si haces la suma de todos los parámetros, los primeros 180 meses, los siguientes 248 y los últimos 16, esto nos da 1 total de 444 meses, es decir, que a partir del año que viene vas a necesitar 37 años para alcanzar 100 por 100 de la pensión de jubilación. Vamos, que a partir del año que viene tus meses cotizados van a valer menos de lo que valen este año. Así que si estás pensando en jubilarte entre este año y el que viene y no sabes cuándo hacerlo porque no sabes cuándo te VA a convenir más económicamente, ya sabes que en nuestro despacho hacemos ese tipo de estudios e igualmente déjame en comentarios qué piensas de esta modificación legal",OK,,,batch_CNcR4NWXfdZV
2026-01-16T09:54:01.977Z,https://www.tiktok.com/@compromisolegal/video/7572613272898260246?is_from_webapp=1&sender_device=pc&web_id=7594864536088430102,7572613272898260246,es,"Voy a publicar en redes sociales que cobráis las consultas para que la gente no pierda el tiempo con vosotras. Mirad, este es el mensaje que hemos recibido hoy de 1 persona que ha contactado con nuestro despacho y que en este mensaje, como podéis ver, dice que no le habíamos comentado en ningún momento que la consulta tenía 1 coste, pero como podéis ver aquí arriba, mi compañera con la que había hablado previamente por teléfono sí que le comenta que la consulta es a través de videollamada y tiene 1 coste de €60 como le comenté. Mira, yo creo que a las alturas a las que estamos los autónomos no tendríamos que estar constantemente justificándonos sobre por qué cobramos por nuestros productos o por nuestros servicios. Al igual que 1 trabajador asalariado tampoco tiene que estar justificando a fin de mes por qué tiene que cobrar su sueldo, porque se parte de la base de que tiene derecho a cobrarlo, obviamente porque ha ejercido 1 trabajo. Y es que esto no se trata de hacer 1 pelea entre autónomos asalariados y funcionarios, se trata de respetar el trabajo de los demás. Y es que en nuestro caso concreto, en el despacho lo que hacemos es 1 servicio de asesoramiento. El cliente nos llama, nos comenta su caso, obviamente por eso no le cobramos, pero si es necesario estudia su caso a nivel particular y que concierte 1 consulta, ya sea conmigo o con alguna de las otras abogadas Del despacho. En ese caso esa consulta sí que se Cobra porque lo que hacemos es pedirle a ese cliente que nos pase 1 serie de documentación. Esa documentación se estudia, luego se tiene, como digo, 1 reunión con el cliente por videollamada o presencial y si queda alguna duda o algo que revisar, se pide más documentación y se vuelve a contactar con el cliente. Todo eso, obviamente, como digo, tiene 1 coste que es de €60 y que además está publicado en nuestra página web. O sea que no engañamos a nadie. Obviamente entiendo que hay personas que no pueden permitirse costearse a 1 abogado privado, pero es que para eso existe la asistencia jurídica gratuita, que si la pides y te la conceden porque tienes derecho a Ella, te ponen 1 abogado de oficio al que no tienes que pagarle, pero que por cierto, ese abogado sí que Cobra porque le paga el estado. O sea que los abogados de oficio tampoco trabajan gratis. Que luego cobren más o menos, eso ya es otro asunto, pero es que además lo que también me parece curioso es que esta persona contacta con nuestro despacho porque considera que debería estar cobrando 1 prestación mayor de la que realmente se le viene pagando y al mismo tiempo considera que en nuestro caso no tenemos derecho a cobrar. Por tanto él sí que puede cobrar mayor prestación, pero nosotros no podemos cobrar por nuestros servicios y no voy a decir el Nombre de esta persona, pero lamento decirte que si tu intención era dejarnos mal, la realidad es que 90 y 9% de las personas que nos contactan parten de la base de que cobramos por nuestros servicios. Obviamente luego decidirán contratarnos o no, pero al menos respetan que cobremos por nuestro trabajo como todo el Mundo lo hace. De hecho, en los casi 4 años que tengo el despacho solamente me he encontrado a 2 personas así, esta que os pongo aquí y otra anterior. Así que en este caso te he ahorrado que nos pongas los comentarios porque ya te confirmo yo por aquí que sí que cobramos las consultas. Obviamente las llamadas que nos hacéis para exponernos vuestro caso son gratuitas, pero en caso de que sea necesario reservar 1 cita a nivel concreto y estudiar documentación, sí que se Cobra",OK,,,batch_KyRjvZZ2_ocq
2026-01-17T10:45:11.892Z,https://www.tiktok.com/@compromisolegal/video/7592679984767225091,7592679984767225091,es,"Denegadas más de 8 300 solicitudes de cese de actividad de los autónomos. Y es que mirad, de los más de 13 000 autónomos que pidieron el año pasado la prestación por cese de actividad, solamente se les aprobó a 4 821 personas. Es decir, que solamente pudieron acceder a esta prestación 30 y 5% de los autónomos que lo solicitaron. Y esto sin tener en cuenta que el año pasado se dieron de Baja como autónomos casi 420 000 personas. Es decir, que de 420 000 autónomos que se dieron de Baja, solamente pidieron la prestación por cese de actividad unos 13 000 aproximadamente, y de eso solamente pudieron acceder efectivamente a esta prestación poco más de 4 000 personas. Así que, como puedes ver, prácticamente 90 y 8% de los autónomos que se da de Baja no cobran nada. Y tú, ¿qué piensas? ¿Crees que esta prestación de cese de actividad se debería flexibilizar para que los autónomos tengan más facilidades para acceder a Ella? Te Leo en comentarios",OK,,,batch_k8ekNF-vd2y2
2026-01-17T10:49:31.850Z,https://www.tiktok.com/@abogadoextranjeria/video/7591857155087535382,7591857155087535382,es,"Qué va a pasar con todos los venezolanos que están en España tras lo ocurrido recientemente este fin de semana en Venezuela, que ha generado un nerviosismo comprensible entre miles de ciudadanos venezolanos que viven a día de hoy en España o incluso ciudadanos venezolanos que quieren venir venir a vivir a España en un futuro cercano. No tenéis que conocer que más de 8 millones de venezolanos han tenido que huir de Venezuela. La pregunta es inevitable, ¿cambia algo para nosotros? Voy a hablar exclusivamente desde mi punto de vista y mi opinión profesional como abogado experto en extranjería española, haciendo 1 1 análisis de la jurisprudencia consolidada en España y no voy a hablar desde titulares ni desde impulsos políticos, sino que voy a ser muy claro uno, si en un hipotético futuro España dejara de conceder razones humanitarias a los venezolanos porque ha habido un cambio democrático en el país de origen, no significa que se abandonara a quienes ya están aquí. Para mí este es el punto central más importante y que conviene dejar claro desde el principio. España no dejaría a la gente en la cuneta. El sistema jurídico español no funciona así, incluso en un escenario hipotético de mejora real de Venezuela. Que obviamente esto no funciona como un encender o apagar un interruptor, ¿sino que se lleva con un tiempo lo razonable y lo jurídicamente esperable? No sería retirar protecciones, sino ordenar una transición administrativa hacia régimen general en caso de transición en Venezuela Las razones humanitarias dejarían de ser la vía de entrada y las personas ya protegidas transitarían de forma progresiva y ordenada hacia residencias del régimen general, como sería una residencia de trabajo por cuenta ajena, por cuenta propia, larga duración, etc. en otras palabras, si Venezuela cambiara o cuando cambie, cambiaría el encaje jurídico, pero no se expulsaría ni, sobre todo, se desprotegería a personas que ya están en España con residencias por razones humanitarias. De hecho, no preveo que en un futuro cercano se dejen de conceder razones humanitarias hasta que haya un cambio real y sostenido en el tiempo en Venezuela. Voy a explicarme, así funciona el derecho en España y así lo exige el principio de seguridad jurídica. Dos, las razones humanitarias se adaptan al contexto histórico, no son eternas, son dinámicas. La residencia por razones humanitarias es una figura jurídica dinámica, diseñada para responder a situaciones excepcionales de país. No es un privilegio únicamente a Venezuela, ni una regularización encubierta. Es una respuesta legal. Cuando el retorno de un ciudadano extranjero a su país de origen no es compatible con el disfrute de los derechos humanos. España ha concedido y sigue concediendo razones humanitarias a ciudadanos venezolanos por la situación extrema y estructural de Venezuela, no por coyunturas puntuales. A día de hoy no existe ningún indicio serio de que España vaya a cambiar ese criterio. Tenemos que pensar que esto no es un criterio arbitrario, sino que está respaldado por tribunales y por doctrina consolidada Mi argumento no me lo invento yo, sino que es en base a un análisis jurídico. Hay que ser muy precisos. Como digo, lo que yo sostengo no es una sensación, sino que tiene base jurídica. El Tribunal supremo ya dejó claro que, aun cuando no se proceda al asilo en sentido estricto, puede reconocerse la permanencia por razones humanitarias cuando el retorno expone a la persona riesgos graves ligados a situaciones de violencia o inseguridad que hacen inviable un retorno digno. La audiencia Nacional consolidó la Génesis de esta figura como mecanismo jurídico de protección cuando no se alcanza el umbral del asilo. Pero devolver a la persona no resulta compatible con estándares de derechos humanos y la realidad del país. Y el Tribunal supremo también ha establecido, en determinados supuestos, que puede reconocerse la residencia por razones humanitarias, incluso aunque no se haya solicitado expresamente porque forma parte del deber de protección dentro del marco de la protección internacional, especialmente cuando existen perfiles de vulnerabilidad. Además, como sabéis, España, en la práctica administrativa, en expedientes venezolanos, muestra precisamente ese encaje de negación de asilo y concesión de residencia por razones humanitarias dentro del paraguas de protección internacional. Y esto es muy importante. ¿4 podría España dejar de conceder razones humanitarias en un futuro? Sí, claro que sí, pero solo si Venezuela cambia de verdad. Seamos honestos, si algún día Venezuela mejora de forma real, sostenida y verificable, consolida una democracia funcional, garantiza el respecto, el respecto efectivo a Los derechos humanos y restablece la separación de poderes y las garantías judiciales, entonces lógicamente España dejaría de conceder nuevas residencias por razones humanitarias a ciudadanos venezolanos. Esto sería normal, esperable y jurídicamente coherente. Lo que no sería coherente ni legal es hacerlo de forma inmediata, automática o retroactiva. De acuerdo. Cómo podría ser una transición en Venezuela, de acuerdo a algunos análisis que han hecho expertos, ¿y por qué no es inmediata? Aquí conviene, creo, bajar expectativas y hablar con realismo jurídico y político. Una eventual transición en Venezuela no sería instantánea, ya que no estamos ante un interruptor que se apaga y se enciende de forma inmediata. Lo razonable, a la vista de los análisis que están haciendo los expertos, es pensar en una transición. La transición será lenta, negociada, con continuidades institucionales parciales y con un proceso de normalización progresiva, no de ruptura total. De hecho, ya lo estáis viendo. Quien se ha quedado ahora mismo en el poder es Delsy Rodríguez. Durante tiempo seguirá existiendo posibilidades institucionales, falta de control efectivo del territorio, déficit grave, graves en justicia, sanidad, seguridad y servicios básicos y una población civil todavía vulnerable. Es mi opinión. Desde un punto de vista español. Considero que eso no convierte automáticamente a Venezuela en un país seguro y mientras no lo sea la protección internacional Nacional que las razones humanitarias es un permiso de protección Nacional sigue teniendo pleno sentido. Por eso, aunque se inicie una transición, España no creo que cambie su Criterio de un día para otro, ni creo ni puede con base al principio de seguridad jurídica. Y algunas personas pensarán, hombre, ¿y por qué entonces no se hizo lo mismo con otros solicitantes de asilo? Como sabéis, que han tenido un grave problema. En España esta comparación es habitual, pero desde el punto de vista jurídico no es correcta. España ha concedido razones humanitarias de forma masiva a los ciudadanos venezolanos porque es que es una situación realmente excepcional y consolidada en el tiempo. En Venezuela concurren factores excepcionales y acumulativos. Ojo, eso no quiere decir que en otros países no concurren factores de violencia. De acuerdo. No vamos a hablar concretamente de factores excepcionales y acumulativos en Venezuela que conculcan los derechos humanos más básicos como colapso institucional prolongado, represión sistemática, violencia estatal y paraestatal, crisis humanitaria estructural, falta generalizada de acceso a bienes y en seres básicos, colapso del sistema sanitario con ausencia de atención médica básica y muertes evitables, falta de alimentación suficiente, racionamiento y desnutrición, inseguridad alimentaria, impunidad generalizada y un éxodo de más de 8 millones de personas. Las razones humanitarias concedidas a los venezolanos no responden a casos aislados, sino a una actuación y situación extrema de país, acreditada durante años por organismos internacionales. El error de fondo puede ser confundir el asilo con razones humanitarias. De acuerdo. Y conviene insistir porque esto sigue generando confusión. El asilo exige persecución individualizada, mientras que las razones humanitarias permiten proteger cuando el retorno vulneraría derechos Fundamentales. Aunque no se alcance el estándar técnico del asilo. En el caso venezolano, España ha utilizado legítimamente esta segunda vía porque devolver a muchas personas no era jurídicamente aceptable. Conclusión. Y, a mi modo de ver, que no cunda el pánico. Hoy España considero que seguirá concediendo y prorrogando residencia por razones humanitarias a ciudadanos venezolanos. Un eventual cambio de criterio no podría ser ni inmediato ni automático. Recuerden que estamos hablando de personas de acuerdo, aunque se produzcan movimientos políticos en Venezuela. Y si algún día Venezuela cambia de verdad, España no abandonará a quienes ya viven aquí, sino que ordenará una transición hacia el régimen general. Ojo, y esto creo que es lo más importante que tenemos que tener en cuenta. El derecho de extranjería y las personas no funciona con impulsos, funciona con realidades contrastadas, informes, objetivos y tiempo. Y hoy la realidad es clara. A mi modo de ver, las razones humanitarias para Venezuela sigue teniendo pleno sentido jurídico y cuando deje de tenerlo no será a costa de las personas protegidas",OK,,,batch_eTkJizo51JUs
2026-02-04T10:37:00.069Z,https://www.tiktok.com/@compromisolegal/video/7364828734102293792,7364828734102293792,es,"Cobraré 100 por 100 de la pensión de jubilación si tengo 38 años y 2º cotizados. Esto es falso. Me he encontrado con varios comentarios de este tipo en mi vídeo anterior y voy a explicar por qué no es así. Es cierto que 1 de los parámetros que se utilizan para determinar cuándo vas a tener derecho a la pensión de jubilación son los 38 años y 2º sin embargo, este dato sirve única y exclusivamente para que la seguridad social determine si te estás jubilando de forma ordinaria o de forma anticipada y en este caso penalizarte. Y te explico, aquellas personas que tengan 65 años y 38 años y 2º cotizados se pueden jubilar de forma ordinaria sin ningún tipo de penalización, mientras que las que no cumplan con este requisito de cotización mínimo tendrán que esperar hasta los 67 años. De hecho esto será así a partir del año 2 027, pero para este 2 024 aquellas personas que tengan 65 años pueden jubilarse sin penalización solamente con 38 años cotizados, mientras que las que no tengan estos 38 años cotizados tendrán que jubilarse este año con 66 años y 2º es decir, el parámetro de tener 38 años cotizados o 38 años y 2º a partir de 2 027, solo sirve para que la seguridad social sepa si te tiene que penalizar o no, pero para calcular el importe de tu pensión de jubilación. Para este último, como ya dije, se tiene en cuenta la 2ª de Lo que has cotizado en los últimos 25 años y alcanzarías 100 por 100 de esa cantidad si tienes 36 años y 2º cotizados o 37 años a partir del año 2 027. Y te voy a poner el siguiente ejemplo, que además seguro que tienes algún conocido que se encuentra en esta situación, por 1 lado vamos a tener a 1 persona que se jubila con 40 años cotizados y 63 años de edad, y por otro lado vamos a tener a 1 persona que se jubila con 66 años y 6 meses y con 36 años y 2º cotizados. En el primer caso, la persona que se jubila con 63 años y 40 años cotizados no VA a cobrar 100 por 100 de la pensión y dirás, pero Miriam, si tiene más de 36 años y 2º cotizados, ¿cómo puede ser que no lo cobre si acabas de decir que sí? Pues porque en 1/1 fase su pensión de jubilación se calculará sobre la 2ª de lo que ha cotizado en los últimos 25 años y a priori, como tiene más de 36 años y 2º trabajados se le reconocerá 100 por 100 de la pensión. Sin embargo, como no cumple el requisito de jubilarse con 65 años de edad, a ese 100x100 de la pensión se le VA a aplicar 1 penalización, que en este caso por la edad de esta persona y por el tiempo cotizado sería del 19%, es decir que esta persona solamente cobraría 80 Y 1% de su pensión. En el segundo ejemplo, la persona que se jubila con 66 años y 6 meses y tiene 36 años y 2º cotizados sí que VA a cobrar 100 por 100 de la pensión de jubilación. ¿Y por qué? Pues porque para este año, 2 024, aquellas personas que tengan menos de 38 años cotizados se pueden jubilar con 66 años y 2º sin ningún tipo de penalización. Y como tiene los 36 años y 2º cotizados que le exigen para cobrar 100 por 100 de la pensión de jubilación, VA a cobrar este 100x100. Así que, como podéis ver, la Primera persona que tenía más de 38 años o 38 años y 2º cotizados no Cobra 100 por 100 y la segunda persona que tiene menos de esos 38 años sí que lo VA a cobrar. Y esto se debe, como digo, porque los 38 años no sirven para calcular la pensión de jubilación, lo único que sirven es para determinar cuándo te vas a poder jubilar sin ningún tipo de penalización, pero repito, no para calcular el importe de tu pensión. Y es que 1 cosa es cuando te jubilas y otra cosa es cuánto te queda de jubilación. Hay que diferenciar esas 2 preguntas, para las que existen respuestas diferentes y seguro que muchos de vosotros conocéis a personas que están en esta situación, es decir, que a pesar de haber cotizado 40 años o más, no Han llegado a cobrar 100 por 100 De su pensión por haberse jubilado antes de los 65 años. Por tanto, vuelvo a repetir, el hecho de que tengas más o menos de 38 años cotizados no determina que vayas a cobrar 100 por 100 de la pensión. Como ya dije en mi vídeo anterior, el tema de las pensiones es 1 tema muy complejo, hay que tener en cuenta muchas variables y muchos requisitos, así que lo mejor siempre es asesorarse con 1 profesional. Y si es tu caso que a pesar de tener más de 38 años o 38 años y 2º cotizados, o conoces a alguien que esté en esta situación, le Han penalizado y no ha cobrado 100 por 100 de la pensión por adelantar su jubilación antes de los 65 años, déjamelo en comentarios",OK,,,batch_faq6RoS4kWeH
2026-02-04T10:37:00.073Z,https://www.tiktok.com/@compromisolegal/video/7271527885419203873,7271527885419203873,es,"¿Sabes que puedes cobrar el subsidio para mayores de 52 años aunque no tengas la cotización mínima exigida? Atento a este vídeo, aunque ya te adelanto que solo lo pueden hacer las mujeres. Y es que como ya sabemos, para poder acceder al subsidio por desempleo para mayores de 52 años deberás tener cotizado 1 periodo mínimo de 15 años y 6 de los cuales deberás haber cotizado por desempleo. Sin embargo, las mujeres van a poder cobrarlo aunque no tengan estos periodos cotizados. Esto se debe a la suma de cotizaciones ficticias por parto, y es que por cada hijo que hayan tenido les sumarán 112 días de cotizaciones, por lo que si con estas sumas llegan a estas cotizaciones mínimas exigidas, van a poder cobrar el subsidio por desempleo aunque realmente no hayan trabajado 15 años. Además, debes saber que estas cotizaciones ficticias sirven tanto para alcanzar el periodo mínimo exigido de 15 años cotizados, como también para llegar al periodo de 6 años cotizados por desempleo",OK,,,batch_faq6RoS4kWeH
2026-02-04T10:37:00.073Z,https://www.tiktok.com/@compromisolegal/video/7225502363589561627,7225502363589561627,es,"¿Sabes que el subsidio por desempleo para mayores de 52 años cotiza para tu jubilación? Pues sí, durante el tiempo que estés percibiendo este subsidio, el SEPE cotizará por ti por una base de 1.458,37€ al mes. Esto quiere decir que cuando te vayan a calcular la pensión de jubilación, todo el tiempo que hayas estado cobrando este subsidio, te lo van a contar como si hubieras cobrado esta cuantía. Por lo que esto te va a ayudar para que al final tu pensión de jubilación sea más alta. Además, esta cotización que hace el SEPE por ti también la vas a poder utilizar para acceder a la jubilación anticipada. Comparte esta información con quien se encuentre en esta situación.",OK,,,batch_faq6RoS4kWeH
2026-02-04T10:37:03.603Z,https://www.tiktok.com/@compromisolegal/video/7602701872490614038,7602701872490614038,es,"Así puedes tener menos penalización si te jubilas de forma anticipada y superas el tope máximo de la pensión. Y es que mirad, hace 1 par de días subí 1 video en el que decía que a partir de este año 2 026 dejaba de aplicarse la disposición transitoria 34 para aquellas personas que decidan jubilarse de forma anticipada voluntaria y superen el tope máximo de la pensión. Esto básicamente lo que viene a suponer es que 1 persona que se quiera jubilar 2 años antes de su edad ordinaria con 37 años cotizados, en lugar de aplicárselo 1 penalización de 1, 9,1% que era la que preveía esta disposición transitoria, se le VA a aplicar 1 penalización del 21%. Así que esto al final, como podéis ver, supone 1 aumento de las penalizaciones. Lo que pasa es que el otro día subí 1 vídeo en el que dije que había 1 supuesto en el que estas personas que se quieren jubilar de forma anticipada voluntaria y superan este tope máximo de la pensión pueden tener penalizaciones menores, y este supuesto es si al momento de acogerse a esta modalidad de jubilación están cobrando el subsidio por desempleo para mayores de 52 años y llevan cobrándolo al menos 3 meses, ya que en estos casos las penalizaciones se les van a aplicar de forma similar a las jubilaciones anticipadas involuntarias, que por cierto, si quieres saber cómo se aplican, tengo 1 vídeo reciente en mi perfil, pero básicamente vendría a ser Algo así como aplicarle 1 penalización de 1 4 por 100, así que como podéis ver, pasar de 1, 21 a 1 4% puede suponer mucha pensión a fin de mes. Así que si conoces alguna persona en esta situación, envíale este video para que pueda hacer 1 Buena planificación de su jubilación. Y si quiere que le hagamos 1 estudio también estamos especializados en ello y tiene mi contacto en la descripción",OK,,,batch_faq6RoS4kWeH
2026-02-04T10:37:08.506Z,https://www.tiktok.com/@compromisolegal/video/7602348178884611350,7602348178884611350,es,qué es esta notificación que os está llegando de la tesorería general a todos los autónomos mirad como ya sabéis desde hace 1 par de años los autónomos tenéis obligación de cotizar por los ingresos reales así que normalmente lo que hacen vuestras gestorías es hacer 1 comunicación provisional en base a la estimación de ingresos que consideran que vais a tener para que así se os calcule la cuota que tenéis que pagar a lo largo de todo el año bien pues esta notificación que os está llegando a todos los autónomos no es ni más ni menos que 1 comunicación por parte de la tesorería en la que os dice si elegisteis bien esa base de cotización en este caso del año 2 024 o si habéis cotizado por encima de lo que os correspondía o por debajo si está todo correcto y elegisteis la base que os correspondía os llegará esta comunicación como a nuestro cliente en la que dice que la base de cotización del año 2 024 es correcta y que no tiene que realizar ninguna actuación adicional en ese caso como bien dice esta comunicación no tenéis que hacer nada ahora bien si cotizasteis por debajo de lo que os correspondía o por encima en ese caso sí que tendréis que abonar la diferencia o pedir la devolución de lo que hayáis pagado de más así que es muy importante ver qué es lo que indica expresamente esta notificación porque si os toca pagar tendréis que hacerlo dentro de los plazos que os conceden si no queréis pagar intereses y si quieres estar informado de todo lo relacionado con la seguridad social sígueme,OK,,,batch_faq6RoS4kWeH
2026-02-04T10:37:12.524Z,https://www.tiktok.com/@compromisolegal/video/7601964441160174870,7601964441160174870,es,"Anulada el Alta de 1 autónomo por considerarse que se había hecho solamente para generar el derecho a cobrar 1 prestación. Y es que con esto hay que tener muchísimo cuidado, porque mirad, ya sabéis que en mi perfil tengo muchos vídeos en los que digo que 1 persona que tiene cotizaciones en España y en algún otro país que tenga 1 convenio en materia de seguridad social con el nuestro puede conseguir por ejemplo 1 pensión de jubilación aquí si entre los 2 países suma 1 mínimo de 15 años cotizados y al menos 1 de todos esos años los tiene trabajados en España. Y aquí hay personas que nos Han preguntado si ese año cotizado en España se podía hacer por el régimen de autónomos y nuestra respuesta siempre es la misma que sí, pero siempre y cuando esa cotización en el régimen de autónomos tenga que ver con 1 actividad económica real, es decir, porque vayas a ejercer realmente 1 actividad laboral y no con la intención de cotizar ese mínimo de 1 año que te exigen para poder generar el derecho a 1 pensión española en base a 1 convenio internacional. Porque al final, como podéis ver, la seguridad social no es tonta y sabe perfectamente cuándo os dais de Alta como autónomos porque tenéis intención de ejercer 1 actividad económica real o cuando lo hacéis con la intención de generar únicamente el derecho a cobrar 1 prestación en materia de seguridad social y en este Último caso como este que tengo. Aquí lo que hace es anular completamente las cotizaciones y después de esto pedirle a la persona que devuelva todo lo que haya cobrado de forma indebida como consecuencia de esa cotización fraudulenta. Así que como digo, mucho cuidado con intentar engañar a la seguridad social con cotizaciones fraudulentas para intentar cobrar algún tipo de pensión, porque os puede salir muy caro",OK,,,batch_faq6RoS4kWeH
